"state1","state2","distance"
"South Carolina","Nevada",2007.4618108876
"South Dakota","Nevada",914.664855475854
"Tennessee","Nevada",1670.90515045645
"Texas","Nevada",1113.75420592837
"Utah","Nevada",265.806201128828
"Vermont","Nevada",2270.06635529547
"Virginia","Nevada",2038.66960035081
"Washington","Nevada",588.077366493477
"West Virginia","Nevada",1926.28666540261
"Wisconsin","Nevada",1412.6343328387
"Wyoming","Nevada",536.470981881796
"Alabama","New Hampshire",1116.22982754012
"Alaska","New Hampshire",3309.28658121628
"Arizona","New Hampshire",2229.36134756788
"Arkansas","New Hampshire",1266.95927570881
"California","New Hampshire",2528.52819165554
"Colorado","New Hampshire",1783.02237667115
"Connecticut","New Hampshire",153.625362928228
"Delaware","New Hampshire",382.575312493075
"District of Columbia","New Hampshire",433.780960657241
"Florida","New Hampshire",1200.07802441581
"Georgia","New Hampshire",996.335693000074
"Hawaii","New Hampshire",5015.35503126056
"Idaho","New Hampshire",2119.54025624744
"Illinois","New Hampshire",940.841567758037
"Indiana","New Hampshire",801.695959881371
"Iowa","New Hampshire",1114.79288040589
"Kansas","New Hampshire",1437.32821889954
"Kentucky","New Hampshire",835.356710797784
"Louisiana","New Hampshire",1414.18156527789
"Maine","New Hampshire",164.125363082974
"Maryland","New Hampshire",418.443125228947
"Massachusetts","New Hampshire",98.7576814617492
"Michigan","New Hampshire",689.765342521804
"Minnesota","New Hampshire",1124.0825645156
"Mississippi","New Hampshire",1235.7630969357
"Missouri","New Hampshire",1147.60660669959
"Montana","New Hampshire",1848.42976654333
"Nebraska","New Hampshire",1439.13282671958
"Nevada","New Hampshire",2327.39207145939
"New Hampshire","New Hampshire",0
"New Jersey","New Hampshire",288.731599747629
"New Mexico","New Hampshire",1948.12572586915
"New York","New Hampshire",205.092992607729
"North Carolina","New Hampshire",697.626282472763
"North Dakota","New Hampshire",1416.60376261746
"Ohio","New Hampshire",622.45054817255
"Oklahoma","New Hampshire",1482.97775315096
"Oregon","New Hampshire",2411.91283186073
"Pennsylvania","New Hampshire",372.675420908201
"Rhode Island","New Hampshire",138.354459026363
"South Carolina","New Hampshire",839.290716772128
"South Dakota","New Hampshire",1419.79004675944
"Tennessee","New Hampshire",951.409173997792
"Texas","New Hampshire",1728.26099704993
"Utah","New Hampshire",2081.34640041365
"Vermont","New Hampshire",60.4394455823058
"Virginia","New Hampshire",571.286094052858
"Washington","New Hampshire",2346.35372721955
"West Virginia","New Hampshire",585.33678854976
"Wisconsin","New Hampshire",915.672986921376
"Wyoming","New Hampshire",1798.77797470188
"Alabama","New Jersey",846.736931705521
"Alaska","New Jersey",3415.16460487368
"Arizona","New Jersey",2064.42289515037
"Arkansas","New Jersey",1039.6728461021
"California","New Jersey",2405.04104122119
"Colorado","New Jersey",1641.67469479791
"Connecticut","New Jersey",141.863513081706
"Delaware","New Jersey",94.0166496344554
"District of Columbia","New Jersey",153.121076460285
"Florida","New Jersey",911.382073862552
"Georgia","New Jersey",713.258773356625
"Hawaii","New Jersey",4906.29558676319
"Idaho","New Jersey",2046.87215565491
"Illinois","New Jersey",768.548012928275
"Indiana","New Jersey",615.497134582267
"Iowa","New Jersey",988.603716974082
"Kansas","New Jersey",1271.52713423018
"Kentucky","New Jersey",601.361187757648
"Louisiana","New Jersey",1157.0281151131
"Maine","New Jersey",451.4541459721
"Maryland","New Jersey",137.503204429279
"Massachusetts","New Jersey",206.511781169382
"Michigan","New Jersey",620.003579904899
"Minnesota","New Jersey",1072.72667557119
"Mississippi","New Jersey",978.597636545532
"Missouri","New Jersey",960.334130622563
"Montana","New Jersey",1799.7441572748
"Nebraska","New Jersey",1314.69692657147
"Nevada","New Jersey",2213.85409900551
"New Hampshire","New Jersey",288.731599747629
"New Jersey","New Jersey",0
"New Mexico","New Jersey",1767.51440028244
"New York","New Jersey",195.754035520404
"North Carolina","New Jersey",410.506108217763
"North Dakota","New Jersey",1375.37467045513
"Ohio","New Jersey",429.30292179987
"Oklahoma","New Jersey",1283.16214450209
"Oregon","New Jersey",2343.52889716309
"Pennsylvania","New Jersey",171.297086494108
"Rhode Island","New Jersey",192.615150206992
"South Carolina","New Jersey",552.388139448873
"South Dakota","New Jersey",1335.60971195055
"Tennessee","New Jersey",702.946334534095
"Texas","New Jersey",1502.60397074773
"Utah","New Jersey",1956.90421999369
"Vermont","New Jersey",286.806281468003
"Virginia","New Jersey",291.059256857077
"Washington","New Jersey",2307.75691027456
"West Virginia","New Jersey",335.77271571465
"Wisconsin","New Jersey",839.699673195472
"Wyoming","New Jersey",1703.33944169238
"Alabama","New Mexico",1116.19011858667
"Alaska","New Mexico",2816.71169182644
"Arizona","New Mexico",317.276254504223
"Arkansas","New Mexico",778.815659771332
"California","New Mexico",773.549992726559
"Colorado","New Mexico",318.057629440572
"Connecticut","New Mexico",1875.49932712318
"Delaware","New Mexico",1720.25758957607
"District of Columbia","New Mexico",1638.82822098509
"Florida","New Mexico",1448.32572630293
"Georgia","New Mexico",1311.49164128639
"Hawaii","New Mexico",3204.41245658414
"Idaho","New Mexico",822.173892285646
"Illinois","New Mexico",1008.44930712795
"Indiana","New Mexico",1155.24634167228
"Iowa","New Mexico",864.865494882662
"Kansas","New Mexico",514.405122670188
"Kentucky","New Mexico",1183.54320914162
"Louisiana","New Mexico",852.843666547627
"Maine","New Mexico",2078.43683489477
"Maryland","New Mexico",1651.20450998496
"Massachusetts","New Mexico",1926.24640630181
"Michigan","New Mexico",1297.69560772113
"Minnesota","New Mexico",1027.01483561738
"Mississippi","New Mexico",954.618476668984
"Missouri","New Mexico",807.563030825901
"Montana","New Mexico",891.684539468538
"Nebraska","New Mexico",600.297610285907
"Nevada","New Mexico",673.731026972274
"New Hampshire","New Mexico",1948.12572586915
"New Jersey","New Mexico",1767.51440028244
"New Mexico","New Mexico",0
"New York","New Mexico",1744.06641724736
"North Carolina","New Mexico",1513.70978149092
"North Dakota","New Mexico",946.643657779823
"Ohio","New Mexico",1341.74524518804
"Oklahoma","New Mexico",495.44542789083
"Oregon","New Mexico",1013.98307760349
"Pennsylvania","New Mexico",1607.58818882594
"Rhode Island","New Mexico",1936.23243006027
"South Carolina","New Mexico",1441.45010033091
"South Dakota","New Mexico",760.164160148459
"Tennessee","New Mexico",1121.71367635957
"Texas","New Mexico",442.66571951023
"Utah","New Mexico",456.899346603731
"Vermont","New Mexico",1898.31280532834
"Virginia","New Mexico",1537.41156761529
"Washington","New Mexico",1164.45389454048
"West Virginia","New Mexico",1443.34584418279
"Wisconsin","New Mexico",1109.34825598163
"Wyoming","New Mexico",597.482809091149
"Alabama","New York",933.246822527747
"Alaska","New York",3233.6842799466
"Arizona","New York",2027.46263842684
"Arkansas","New York",1064.66396257065
"California","New York",2335.95083935091
"Colorado","New York",1584.88929950081
"Connecticut","New York",170.380519384608
"Delaware","New York",273.553496594112
"District of Columbia","New York",289.681514976372
"Florida","New York",1060.3499024113
"Georgia","New York",831.840843696696
"Hawaii","New York",4829.0438265947
"Idaho","New York",1943.02178217766
"Illinois","New York",736.2016586154
"Indiana","New York",596.660915664367
"Iowa","New York",917.833756582432
"Kansas","New York",1234.32910952748
"Kentucky","New York",637.199035756536
"Louisiana","New York",1221.11089834488
"Maine","New York",353.928372846219
"Maryland","New York",277.026274863087
"Massachusetts","New York",195.545581312323
"Michigan","New York",504.364599627759
"Minnesota","New York",951.696614568628
"Mississippi","New York",1043.59242066548
"Missouri","New York",942.57655800766
"Montana","New York",1680.92724122839
"Nebraska","New York",1244.03017684161
"Nevada","New York",2137.36421189403
"New Hampshire","New York",205.092992607729
"New Jersey","New York",195.754035520404
"New Mexico","New York",1744.06641724736
"New York","New York",0
"North Carolina","New York",550.598904917077
"North Dakota","New York",1250.55591884777
"Ohio","New York",418.739983241229
"Oklahoma","New York",1277.89257631215
"Oregon","New York",2237.67348719318
"Pennsylvania","New York",185.049655135189
"Rhode Island","New York",221.661680671898
"South Carolina","New York",687.650270065544
"South Dakota","New York",1236.71920293759
"Tennessee","New York",757.279070826163
"Texas","New York",1524.88326329131
"Utah","New York",1887.84047523624
"Vermont","New York",163.046201343597
"Virginia","New York",413.947499494958
"Washington","New York",2184.59977120422
"West Virginia","New York",399.809272036018
"Wisconsin","New York",731.69479566456
"Wyoming","New York",1613.28641853764
"Alabama","North Carolina",467.11299989058
"Alaska","North Carolina",3539.95788917783
"Arizona","North Carolina",1826.45336845125
"Arkansas","North Carolina",739.35922285969
"California","North Carolina",2221.18514451674
"Colorado","North Carolina",1455.86825922686
"Connecticut","North Carolina",551.984216479937
"Delaware","North Carolina",319.094078388609
"District of Columbia","North Carolina",265.738804201992
"Florida","North Carolina",509.76444304764
"Georgia","North Carolina",307.19423428718
"Hawaii","North Carolina",4710.48698069913
"Idaho","North Carolina",1949.07303561625
"Illinois","North Carolina",619.021234856587
"Indiana","North Carolina",481.549145709305
"Iowa","North Carolina",882.573264551128
"Kansas","North Carolina",1067.46776183665
"Kentucky","North Carolina",356.143288992841
"Louisiana","North Carolina",791.623124679502
"Maine","North Carolina",861.297899967859
"Maryland","North Carolina",280.498375310598
"Massachusetts","North Carolina",616.498152080618
"Michigan","North Carolina",685.177868914432
"Minnesota","North Carolina",1072.4440125605
"Mississippi","North Carolina",619.969514808898
"Missouri","North Carolina",747.929051899668
"Montana","North Carolina",1747.48398751505
"Nebraska","North Carolina",1176.43073125433
"Nevada","North Carolina",2049.80652067051
"New Hampshire","North Carolina",697.626282472763
"New Jersey","North Carolina",410.506108217763
"New Mexico","North Carolina",1513.70978149092
"New York","North Carolina",550.598904917077
"North Carolina","North Carolina",0
"North Dakota","North Carolina",1359.86196339132
"Ohio","North Carolina",375.517849831033
"Oklahoma","North Carolina",1018.43064675097
"Oregon","North Carolina",2242.52462800784
"Pennsylvania","North Carolina",377.113832298974
"Rhode Island","North Carolina",597.700131665549
"South Carolina","North Carolina",141.882750575931
"South Dakota","North Carolina",1259.14765020937
"Tennessee","North Carolina",392.001302966646
"Texas","North Carolina",1182.87272392343
"Utah","North Carolina",1784.5236933645
"Vermont","North Carolina",687.077971378335
"Virginia","North Carolina",138.765235247502
"Washington","North Carolina",2251.06425442172
"West Virginia","North Carolina",223.41636634666
"Wisconsin","North Carolina",839.608980734034
"Wyoming","North Carolina",1586.01254476261
"Alabama","North Dakota",1239.53095824104
"Alaska","North Dakota",2237.42097657397
"Arizona","North Dakota",1079.40734942995
"Arkansas","North Dakota",960.927604751726
"California","North Dakota",1198.6990170697
"Colorado","North Dakota",637.073570476573
"Connecticut","North Dakota",1419.20545336677
"Delaware","North Dakota",1380.85286932575
"District of Columbia","North Dakota",1316.21354674418
"Florida","North Dakota",1619.49039949407
"Georgia","North Dakota",1357.20665008704
"Hawaii","North Dakota",3619.46288990172
"Idaho","North Dakota",713.772487631651
"Illinois","North Dakota",759.984531352793
"Indiana","North Dakota",879.413841708232
"Iowa","North Dakota",504.885011607367
"Kansas","North Dakota",627.163317320748
"Kentucky","North Dakota",1030.30187609218
"Louisiana","North Dakota",1216.12380208198
"Maine","North Dakota",1488.53832071891
"Maryland","North Dakota",1320.62004082934
"Massachusetts","North Dakota",1443.46946978294
"Michigan","North Dakota",755.591900613156
"Minnesota","North Dakota",302.752069150122
"Mississippi","North Dakota",1162.72119787734
"Missouri","North Dakota",746.852930778957
"Montana","North Dakota",431.827059828439
"Nebraska","North Dakota",409.571404244898
"Nevada","North Dakota",985.146885257076
"New Hampshire","North Dakota",1416.60376261746
"New Jersey","North Dakota",1375.37467045513
"New Mexico","North Dakota",946.643657779823
"New York","North Dakota",1250.55591884777
"North Carolina","North Dakota",1359.86196339132
"North Dakota","North Dakota",0
"Ohio","North Dakota",1008.44373288958
"Oklahoma","North Dakota",832.778959879714
"Oregon","North Dakota",999.23248261154
"Pennsylvania","North Dakota",1208.9369878033
"Rhode Island","North Dakota",1472.1933168939
"South Carolina","North Dakota",1381.46599249954
"South Dakota","North Dakota",207.917658699457
"Tennessee","North Dakota",1080.01646537478
"Texas","North Dakota",1103.68119995637
"Utah","North Dakota",794.98738106458
"Vermont","North Dakota",1356.50586078035
"Virginia","North Dakota",1292.79982005559
"Washington","North Dakota",934.360716470438
"West Virginia","North Dakota",1169.27029459696
"Wisconsin","North Dakota",539.65406780645
"Wyoming","North Dakota",462.456785890025
"Alabama","Ohio",564.04203968874
"Alaska","Ohio",3165.36463137494
"Arizona","Ohio",1635.83290002403
"Arkansas","Ohio",646.42989505184
"California","Ohio",1978.82892902174
"Colorado","Ohio",1213.55777876571
"Connecticut","Ohio",534.307770057605
"Delaware","Ohio",398.811760949941
"District of Columbia","Ohio",322.638627016521
"Florida","Ohio",803.665326250781
"Georgia","Ohio",528.35283701939
"Hawaii","Ohio",4480.73497195064
"Idaho","Ohio",1643.18385893812
"Illinois","Ohio",339.272191165311
"Indiana","Ohio",186.784150445209
"Iowa","Ohio",571.052634415329
"Kansas","Ohio",842.345369485775
"Kentucky","Ohio",233.000122534905
"Louisiana","Ohio",818.634311455437
"Maine","Ohio",771.373478763109
"Maryland","Ohio",331.045354233677
"Massachusetts","Ohio",587.459051767096
"Michigan","Ohio",310.617759898099
"Minnesota","Ohio",711.793017058804
"Mississippi","Ohio",645.584583791432
"Missouri","Ohio",534.364699173558
"Montana","Ohio",1415.47590259356
"Nebraska","Ohio",892.723064537079
"Nevada","Ohio",1790.7146332328
"New Hampshire","Ohio",622.45054817255
"New Jersey","Ohio",429.30292179987
"New Mexico","Ohio",1341.74524518804
"New York","Ohio",418.739983241229
"North Carolina","Ohio",375.517849831033
"North Dakota","Ohio",1008.44373288958
"Ohio","Ohio",0
"Oklahoma","Ohio",864.513121048454
"Oregon","Ohio",1939.93326098677
"Pennsylvania","Ohio",265.846218131359
"Rhode Island","Ohio",594.983312758495
"South Carolina","Ohio",451.519716974255
"South Dakota","Ohio",935.170106494389
"Tennessee","Ohio",361.70381521738
"Texas","Ohio",1106.14844716339
"Utah","Ohio",1531.46366000326
"Vermont","Ohio",581.239829657832
"Virginia","Ohio",285.371554277755
"Washington","Ohio",1924.05885938
"West Virginia","Ohio",162.349383847565
"Wisconsin","Ohio",474.126175496477
"Wyoming","Ohio",1290.45315815763
"Alabama","Oklahoma",640.487196597186
"Alaska","Oklahoma",2993.24506453793
"Arizona","Oklahoma",808.58723025633
"Arkansas","Oklahoma",289.663668311614
"California","Oklahoma",1227.30058887875
"Colorado","Oklahoma",501.848673187549
"Connecticut","Oklahoma",1397.9619360034
"Delaware","Oklahoma",1230.894556734
"District of Columbia","Oklahoma",1149.39755341143
"Florida","Oklahoma",1002.47837044696
"Georgia","Oklahoma",829.94839305442
"Hawaii","Oklahoma",3695.71055751403
"Idaho","Oklahoma",1087.97551277743
"Illinois","Oklahoma",547.720889211256
"Indiana","Oklahoma",681.412855799662
"Iowa","Oklahoma",496.554169521071
"Kansas","Oklahoma",206.210196242864
"Kentucky","Oklahoma",690.804298439706
"Louisiana","Oklahoma",445.020066237473
"Maine","Oklahoma",1623.21776150384
"Maryland","Oklahoma",1162.31063397074
"Massachusetts","Oklahoma",1451.96610818367
"Michigan","Oklahoma",879.48223873273
"Minnesota","Oklahoma",756.251439198991
"Mississippi","Oklahoma",489.430401408975
"Missouri","Oklahoma",337.660330411849
"Montana","Oklahoma",1009.75650029227
"Nebraska","Oklahoma",428.789079057346
"Nevada","Oklahoma",1080.93736552605
"New Hampshire","Oklahoma",1482.97775315096
"New Jersey","Oklahoma",1283.16214450209
"New Mexico","Oklahoma",495.44542789083
"New York","Oklahoma",1277.89257631215
"North Carolina","Oklahoma",1018.43064675097
"North Dakota","Oklahoma",832.778959879714
"Ohio","Oklahoma",864.513121048454
"Oklahoma","Oklahoma",0
"Oregon","Oklahoma",1350.16495246669
"Pennsylvania","Oklahoma",1128.8943104984
"Rhode Island","Oklahoma",1458.45249217573
"South Carolina","Oklahoma",950.173081554104
"South Dakota","Oklahoma",627.819445672857
"Tennessee","Oklahoma",626.440901113342
"Texas","Oklahoma",302.635719580965
"Utah","Oklahoma",819.448915487738
"Vermont","Oklahoma",1437.15247633419
"Virginia","Oklahoma",1043.75062101111
"Washington","Oklahoma",1433.86394582766
"West Virginia","Oklahoma",953.729539901515
"Wisconsin","Oklahoma",738.508064758813
"Wyoming","Oklahoma",741.747873071902
"Alabama","Oregon",1969.55296374134
"Alaska","Oregon",1861.85785390391
"Arizona","Oregon",819.093755094231
"Arkansas","Oregon",1618.56825974969
"California","Oregon",469.216985633699
"Colorado","Oregon",848.768337178514
"Connecticut","Oregon",2403.19332056178
"Delaware","Oregon",2334.19151416855
"District of Columbia","Oregon",2261.59019909203
"Florida","Oregon",2347.00202434393
"Georgia","Oregon",2141.02191431005
"Hawaii","Oregon",2623.91686059029
"Idaho","Oregon",296.926159313803
"Illinois","Oregon",1626.94768590377
"Indiana","Oregon",1775.76651004082
"Iowa","Oregon",1370.87965193438
"Kansas","Oregon",1210.75983854845
"Kentucky","Oregon",1887.11906622489
"Louisiana","Oregon",1789.38004718306
"Maine","Oregon",2487.73965918422
"Maryland","Oregon",2268.77049155728
"Massachusetts","Oregon",2432.63053732679
"Michigan","Oregon",1734.27538415003
"Minnesota","Oregon",1288.00488585964
"Mississippi","Oregon",1833.11408813215
"Missouri","Oregon",1507.43250093878
"Montana","Oregon",572.063329432892
"Nebraska","Oregon",1066.45663552051
"Nevada","Oregon",377.160775812304
"New Hampshire","Oregon",2411.91283186073
"New Jersey","Oregon",2343.52889716309
"New Mexico","Oregon",1013.98307760349
"New York","Oregon",2237.67348719318
"North Carolina","Oregon",2242.52462800784
"North Dakota","Oregon",999.23248261154
"Ohio","Oregon",1939.93326098677
"Oklahoma","Oregon",1350.16495246669
"Oregon","Oregon",0
"Pennsylvania","Oregon",2172.83898661211
"Rhode Island","Oregon",2458.68995702309
"South Carolina","Oregon",2221.83451795511
"South Dakota","Oregon",1008.09516605659
"Tennessee","Oregon",1886.00723830592
"Texas","Oregon",1438.85215994606
"Utah","Oregon",559.72919944207
"Vermont","Oregon",2352.20288137912
"Virginia","Oregon",2209.11281612592
"Washington","Oregon",238.255701621072
"West Virginia","Oregon",2089.61886714483
"Wisconsin","Oregon",1507.94074233339
"Wyoming","Oregon",656.552755546195
"Alabama","Pennsylvania",749.052320387981
"Alaska","Pennsylvania",3282.54836124941
"Arizona","Pennsylvania",1900.7916444269
"Arkansas","Pennsylvania",898.901482165592
"California","Pennsylvania",2235.21534622995
"Colorado","Pennsylvania",1473.20217279997
"Connecticut","Pennsylvania",269.068653509429
"Delaware","Pennsylvania",178.392930521723
"District of Columbia","Pennsylvania",142.037972285444
"Florida","Pennsylvania",884.372260685852
"Georgia","Pennsylvania",648.170109656422
"Hawaii","Pennsylvania",4736.00617320319
"Idaho","Pennsylvania",1876.10164052914
"Illinois","Pennsylvania",602.990608688562
"Indiana","Pennsylvania",452.45302011377
"Iowa","Pennsylvania",817.667239737505
"Kansas","Pennsylvania",1106.65913912002
"Kentucky","Pennsylvania",463.790771261836
"Louisiana","Pennsylvania",1041.80624114835
"Maine","Pennsylvania",531.815493196688
"Maryland","Pennsylvania",136.703147538426
"Massachusetts","Pennsylvania",324.735292326768
"Michigan","Pennsylvania",455.652550037501
"Minnesota","Pennsylvania",906.200154966399
"Mississippi","Pennsylvania",863.563717349562
"Missouri","Pennsylvania",800.190837151396
"Montana","Pennsylvania",1631.21867511741
"Nebraska","Pennsylvania",1144.09159927294
"Nevada","Pennsylvania",2043.19213536724
"New Hampshire","Pennsylvania",372.675420908201
"New Jersey","Pennsylvania",171.297086494108
"New Mexico","Pennsylvania",1607.58818882594
"New York","Pennsylvania",185.049655135189
"North Carolina","Pennsylvania",377.113832298974
"North Dakota","Pennsylvania",1208.9369878033
"Ohio","Pennsylvania",265.846218131359
"Oklahoma","Pennsylvania",1128.8943104984
"Oregon","Pennsylvania",2172.83898661211
"Pennsylvania","Pennsylvania",0
"Rhode Island","Pennsylvania",329.584331779965
"South Carolina","Pennsylvania",509.307316310719
"South Dakota","Pennsylvania",1164.79734159657
"Tennessee","Pennsylvania",578.749564968936
"Texas","Pennsylvania",1361.78969609616
"Utah","Pennsylvania",1786.88811661267
"Vermont","Pennsylvania",342.38963128131
"Virginia","Pennsylvania",238.358864555182
"Washington","Pennsylvania",2139.71830916373
"West Virginia","Pennsylvania",215.426586459008
"Wisconsin","Pennsylvania",671.222587799184
"Wyoming","Pennsylvania",1532.04504468589
"Alabama","Rhode Island",1039.35163180642
"Alaska","Rhode Island",3423.10064069822
"Arizona","Rhode Island",2226.99887028938
"Arkansas","Rhode Island",1224.05621163117
"California","Rhode Island",2548.92575539278
"Colorado","Rhode Island",1792.54602865419
"Connecticut","Rhode Island",60.7348532816945
"Delaware","Rhode Island",278.934751078056
"District of Columbia","Rhode Island",345.713514070753
"Florida","Rhode Island",1088.45550027166
"Georgia","Rhode Island",903.099101217345
"Hawaii","Rhode Island",5045.41052900884
"Idaho","Rhode Island",2163.71955827682
"Illinois","Rhode Island",929.380541538887
"Indiana","Rhode Island",781.054325485531
"Iowa","Rhode Island",1128.9049531015
"Kansas","Rhode Island",1432.46827239806
"Kentucky","Rhode Island",786.110542783559
"Louisiana","Rhode Island",1348.83460409771
"Maine","Rhode Island",280.174864305752
"Maryland","Rhode Island",330.108611751621
"Massachusetts","Rhode Island",42.30661098729
"Michigan","Rhode Island",724.625899110179
"Minnesota","Rhode Island",1173.28279798856
"Mississippi","Rhode Island",1170.26737965417
"Missouri","Rhode Island",1129.23519157897
"Montana","Rhode Island",1902.58096708914
"Nebraska","Rhode Island",1456.10102820161
"Nevada","Rhode Island",2352.46989868065
"New Hampshire","Rhode Island",138.354459026363
"New Jersey","Rhode Island",192.615150206992
"New Mexico","Rhode Island",1936.23243006027
"New York","Rhode Island",221.661680671898
"North Carolina","Rhode Island",597.700131665549
"North Dakota","Rhode Island",1472.1933168939
"Ohio","Rhode Island",594.983312758495
"Oklahoma","Rhode Island",1458.45249217573
"Oregon","Rhode Island",2458.68995702309
"Pennsylvania","Rhode Island",329.584331779965
"Rhode Island","Rhode Island",0
"South Carolina","Rhode Island",739.136375003691
"South Dakota","Rhode Island",1456.14860733913
"Tennessee","Rhode Island",892.39261708125
"Texas","Rhode Island",1687.37676800363
"Utah","Rhode Island",2100.40411182016
"Vermont","Rhode Island",174.489718766984
"Virginia","Rhode Island",483.277192802938
"Washington","Rhode Island",2406.1626575715
"West Virginia","Rhode Island",523.311776720268
"Wisconsin","Rhode Island",951.666870105754
"Wyoming","Rhode Island",1831.38595355914
"Alabama","South Carolina",351.907501037721
"Alaska","South Carolina",3589.82169920169
"Arizona","South Carolina",1757.40155306674
"Arkansas","South Carolina",662.700614121613
"California","South Carolina",2169.95770511714
"Colorado","South Carolina",1412.24263545933
"Connecticut","South Carolina",693.848005858126
"Delaware","South Carolina",460.816449978302
"District of Columbia","South Carolina",406.50959311417
"Florida","South Carolina",375.604645866551
"Georgia","South Carolina",171.597568877
"Hawaii","South Carolina",4645.34470207964
"Idaho","South Carolina",1932.32190214273
"Illinois","South Carolina",623.352965997876
"Indiana","South Carolina",508.512699510085
"Iowa","South Carolina",886.855665006336
"Kansas","South Carolina",1024.78443723041
"Kentucky","South Carolina",351.420192992345
"Louisiana","South Carolina",676.884280328406
"Maine","South Carolina",1003.05721377644
"Maryland","South Carolina",421.510619879498
"Massachusetts","South Carolina",758.343352879122
"Michigan","South Carolina",758.93054169045
"Minnesota","South Carolina",1106.95012564934
"Mississippi","South Carolina",513.77405755419
"Missouri","South Carolina",714.689573575084
"Montana","South Carolina",1749.57666456704
"Nebraska","South Carolina",1157.52529634228
"Nevada","South Carolina",2007.4618108876
"New Hampshire","South Carolina",839.290716772128
"New Jersey","South Carolina",552.388139448873
"New Mexico","South Carolina",1441.45010033091
"New York","South Carolina",687.650270065544
"North Carolina","South Carolina",141.882750575931
"North Dakota","South Carolina",1381.46599249954
"Ohio","South Carolina",451.519716974255
"Oklahoma","South Carolina",950.173081554104
"Oregon","South Carolina",2221.83451795511
"Pennsylvania","South Carolina",509.307316310719
"Rhode Island","South Carolina",739.136375003691
"South Carolina","South Carolina",0
"South Dakota","South Carolina",1261.45898034028
"Tennessee","South Carolina",337.393699926227
"Texas","South Carolina",1085.71266007856
"Utah","South Carolina",1741.67352617873
"Vermont","South Carolina",827.685010400257
"Virginia","South Carolina",273.74690722718
"Washington","South Carolina",2246.19211113673
"West Virginia","South Carolina",326.077676700489
"Wisconsin","South Carolina",883.912563047611
"Wyoming","South Carolina",1566.73950198674
"Alabama","South Dakota",1080.2323380151
"Alaska","South Dakota",2406.73497735467
"Arizona","South Dakota",929.346919882772
"Arkansas","South Dakota",777.834881934725
"California","South Dakota",1122.59478560347
"Colorado","South Dakota",465.631502911819
"Connecticut","South Dakota",1399.37327599089
"Delaware","South Dakota",1326.75521604961
"District of Columbia","South Dakota",1255.24826011916
"Florida","South Dakota",1465.63380249178
"Georgia","South Dakota",1215.98232535678
"Hawaii","South Dakota",3595.6132378413
"Idaho","South Dakota",711.306521558464
"Illinois","South Dakota",641.337419557082
"Indiana","South Dakota",780.499265649673
"Iowa","South Dakota",376.738573432339
"Kansas","South Dakota",421.655653255075
"Kentucky","South Dakota",912.34998753846
"Louisiana","South Dakota",1025.32453081518
"Maine","South Dakota",1512.36654987954
"Maryland","South Dakota",1261.95632220064
"Massachusetts","South Dakota",1432.26135835395
"Michigan","South Dakota",732.506553568741
"Minnesota","South Dakota",314.811924202019
"Mississippi","South Dakota",987.536578720464
"Missouri","South Dakota",582.075003013331
"Montana","South Dakota",488.817374870219
"Nebraska","South Dakota",201.820293107632
"Nevada","South Dakota",914.664855475854
"New Hampshire","South Dakota",1419.79004675944
"New Jersey","South Dakota",1335.60971195055
"New Mexico","South Dakota",760.164160148459
"New York","South Dakota",1236.71920293759
"North Carolina","South Dakota",1259.14765020937
"North Dakota","South Dakota",207.917658699457
"Ohio","South Dakota",935.170106494389
"Oklahoma","South Dakota",627.819445672857
"Oregon","South Dakota",1008.09516605659
"Pennsylvania","South Dakota",1164.79734159657
"Rhode Island","South Dakota",1456.14860733913
"South Carolina","South Dakota",1261.45898034028
"South Dakota","South Dakota",0
"Tennessee","South Dakota",941.478746567599
"Texas","South Dakota",895.766094278168
"Utah","South Dakota",687.695541765051
"Vermont","South Dakota",1361.37173889694
"Virginia","South Dakota",1210.8126962306
"Washington","South Dakota",992.707976764385
"West Virginia","South Dakota",1089.06794565139
"Wisconsin","South Dakota",505.17311708442
"Wyoming","South Dakota",380.009409621463
"Alabama","Tennessee",213.954551592622
"Alaska","Tennessee",3311.31911003882
"Arizona","Tennessee",1434.65366990669
"Arkansas","Tennessee",350.279731637572
"California","Tennessee",1836.11212004429
"Colorado","Tennessee",1075.62307821447
"Connecticut","Tennessee",835.09891087644
"Delaware","Tennessee",633.899744851091
"District of Columbia","Tennessee",554.843752434333
"Florida","Tennessee",547.755009018669
"Georgia","Tennessee",277.190873344698
"Hawaii","Tennessee",4319.97525455666
"Idaho","Tennessee",1597.96252683968
"Illinois","Tennessee",327.698243226593
"Indiana","Tennessee",278.396550179277
"Iowa","Tennessee",575.752823238369
"Kansas","Tennessee",687.678312133951
"Kentucky","Tennessee",129.443390558918
"Louisiana","Tennessee",463.83366955996
"Maine","Tennessee",1109.70321571646
"Maryland","Tennessee",569.547672360119
"Massachusetts","Tennessee",896.387676224907
"Michigan","Tennessee",587.782020360582
"Minnesota","Tennessee",829.579423239299
"Mississippi","Tennessee",286.847422805712
"Missouri","Tennessee",378.667030778494
"Montana","Tennessee",1426.03137716095
"Nebraska","Tennessee",824.284069804383
"Nevada","Tennessee",1670.90515045645
"New Hampshire","Tennessee",951.409173997792
"New Jersey","Tennessee",702.946334534095
"New Mexico","Tennessee",1121.71367635957
"New York","Tennessee",757.279070826163
